tmdbId,genres
372205,"Animation, Family, Fantasy"
117969,"Crime, Drama"
531820,"Action, Comedy"
440766,"Adventure, Drama, TV Movie"
236268,Animation
485204,Drama
176411,Western
26927,"Crime, Drama"
176430,Comedy
151970,"Action, Adventure, Romance"
176434,Comedy
236195,"Animation, Comedy, Family"
176445,Comedy
236194,"Comedy, Family, Animation"
236177,"Animation, Comedy, Family"
234750,"Family, Animation, Comedy"
234742,"Comedy, Family, Animation"
951508,"Action, Drama"
93911,Documentary
234714,Animation
271916,"Action, Adventure, Animation"
177935,"Thriller, TV Movie"
177937,"Action, Drama, Romance"
234705,"Animation, Comedy, Family"
234691,Animation
79091,Comedy
454013,Documentary
54869,Drama
141783,"Drama, Mystery, Thriller, TV Movie"
726719,"Thriller, Drama, TV Movie"
234794,Animation
319173,Documentary
726708,NA
837997,"Fantasy, Horror"
234684,Animation
234542,Documentary
234525,Animation
234518,Animation
486062,Horror
94071,Action
234461,Animation
234457,"Animation, Comedy, Family"
272023,"Drama, Romance, TV Movie"
1041419,Drama
234555,Documentary
234672,Animation
178034,"Action, Drama"
412002,Comedy
42583,"Adventure, Romance"
234582,"Animation, Adventure, Family"
94005,Thriller
234881,Animation
177085,"Comedy, TV Movie"
603418,Documentary
93554,Comedy
5037,Adventure
348177,Documentary
117702,"Drama, Comedy"
398708,Documentary
726847,Drama
49315,"Action, Thriller, TV Movie"
177090,NA
235526,"Comedy, Romance"
235519,"Drama, TV Movie"
141651,"Adventure, History"
93478,"Comedy, Drama, Romance"
235480,Comedy
420572,Horror
398742,Documentary
235039,"Documentary, War"
235029,Animation
235025,Animation
235019,Animation
235004,Animation
234980,"Animation, Comedy"
294513,"Music, Comedy"
17540,NA
177639,"Adventure, Drama"
36109,"Action, Thriller, Romance"
603209,Drama
151839,Drama
141703,Comedy
485723,Comedy
530561,NA
372898,Romance
235107,"Drama, War"
466033,"Documentary, TV Movie"
530528,Drama
54867,Thriller
1097322,"Horror, Science Fiction"
386081,Horror
45302,"Drama, Action, Thriller"
195124,Documentary
77041,"Crime, Drama, Action"
386103,TV Movie
52357,Drama
920642,Horror
195091,Documentary
146543,"Western, Action"
416023,"Thriller, Drama"
195086,Documentary
30492,Drama
292894,"Thriller, Action, Drama"
931081,"Action, Drama"
53353,"Science Fiction, TV Movie"
146608,"Action, Thriller"
110669,Music
195295,Comedy
301486,"Science Fiction, Comedy, Drama, Fantasy, Romance"
110677,Comedy
798152,"Drama, Romance"
195182,Comedy
195188,Documentary
206778,Animation
507840,"Drama, Thriller, TV Movie, Mystery"
337515,"Thriller, Drama"
337507,NA
340856,Documentary
105503,"Drama, Action"
447687,Documentary
1015697,Thriller
423031,Documentary
194643,Horror
194650,Adventure
207999,"Comedy, Romance"
207950,"Science Fiction, Animation, Adventure, Family, Action, Comedy"
105420,Action
315838,"Horror, Comedy"
508562,Comedy
897355,NA
194931,Documentary
385902,"TV Movie, Adventure, Science Fiction, Thriller"
391071,Animation
45320,Documentary
77109,Horror
506826,"Comedy, Science Fiction"
44611,"Comedy, Drama"
205445,"Animation, Comedy"
296878,"Horror, Thriller, Drama"
146742,Animation
448281,Documentary
279494,"Drama, TV Movie"
130701,"Action, Horror, Fantasy, Comedy"
302490,"Music, Comedy, Crime, Fantasy, Horror"
205491,Comedy
76214,Horror
205035,"Family, Thriller, TV Movie"
806431,Horror
205030,"Action, Adventure, Romance"
1016521,Horror
1016526,Horror
506620,"Drama, TV Movie"
799632,"Drama, Romance"
204841,"Crime, Drama, Thriller"
106334,Documentary
205251,Animation
205249,Animation
667390,Animation
499792,Drama
279606,"Romance, Drama"
77012,Comedy
64683,Documentary
386434,"Music, Documentary"
64696,Animation
110653,Comedy
386335,Documentary
206377,"Comedy, Romance"
206356,"Family, Comedy"
55454,Documentary
195368,War
206321,"Drama, History, Family, TV Movie"
315955,"War, Action, Drama, Western"
44547,"Family, Comedy, Fantasy"
106070,Science Fiction
110528,"Drama, Romance"
709120,"Comedy, Science Fiction"
195608,Comedy
424807,Documentary
110513,"Comedy, Drama"
106015,"Horror, Thriller"
110540,"Drama, Romance"
206074,"Drama, Crime"
206063,Drama
148555,Music
47745,Crime
210019,Western
278429,Action
326760,"Comedy, TV Movie"
795625,Documentary
193584,"TV Movie, Drama"
111441,"Documentary, Music"
384619,NA
968867,"Horror, Comedy"
795638,Documentary
111421,Western
104602,Comedy
384622,NA
384623,NA
384626,NA
410440,"Crime, Mystery, Thriller"
341426,"History, Documentary"
29163,"Comedy, Horror"
422878,Comedy
666487,"Horror, Thriller"
209790,"Drama, Western, War"
64276,Science Fiction
193733,Drama
209746,Documentary
111333,"War, Drama"
72823,"Crime, Drama"
588351,Comedy
104759,"Drama, Romance"
49965,Comedy
77336,Horror
44384,Documentary
795738,"Science Fiction, Drama, Thriller"
104713,Action
209871,Comedy
111370,Comedy
146036,Documentary
385609,"Fantasy, Drama"
210885,Western
72815,Music
145970,"Drama, Romance, TV Movie"
30898,Drama
145974,Comedy
278283,Drama
149119,"Thriller, Crime"
53853,"Drama, History, Romance"
211045,"Horror, Science Fiction"
211039,Science Fiction
104297,"Western, Comedy, Drama, Family"
111725,Action
210968,Animation
145979,"Drama, Romance, TV Movie"
210518,Drama
384574,NA
1119087,Comedy
70282,Drama
72816,"Crime, Drama"
711577,Drama
52309,"Crime, Horror"
210733,Documentary
972438,Documentary
129682,Documentary
315531,"Documentary, Horror"
130956,"Western, Action"
105121,Documentary
468326,"Drama, Mystery, Thriller"
208688,Comedy
105037,Documentary
45370,Music
194146,Drama
105060,Animation
796643,"Horror, Thriller, Comedy"
45369,Science Fiction
391356,Drama
30722,"Action, Comedy, Science Fiction, Thriller"
76102,Documentary
130856,Documentary
77161,Comedy
105357,"Family, Drama, Music, Animation"
105368,Documentary
208162,Western
64520,"Music, Comedy"
194611,Documentary
194393,Horror
111024,Comedy
111019,Comedy
30665,"Drama, War, Western"
385479,Action
130864,"Adventure, Thriller"
30662,"Action, Science Fiction, Thriller"
110994,"Science Fiction, Horror"
194529,Drama
384953,"Music, Documentary"
52516,"Action, Science Fiction"
193923,"Romance, Fantasy"
278603,"Drama, Thriller"
509914,Documentary
72997,"Drama, Romance"
209599,Documentary
509866,Documentary
146158,"Crime, Romance, Thriller"
595617,Documentary
982637,Horror
193873,Drama
292850,Comedy
76089,"Action, Adventure, Comedy, Family, Romance"
29238,"Horror, Science Fiction"
209084,"Thriller, Drama"
45375,"Action, Adventure"
292858,Drama
208974,"Drama, War"
104892,Documentary
209340,"Crime, Drama, Thriller"
897468,"Documentary, Crime"
193982,Drama
385149,Drama
222459,"Romance, Drama"
29891,"Action, Horror, Science Fiction"
130365,"Music, Romance"
109216,Adventure
201020,"Drama, TV Movie"
200998,Drama
130363,Documentary
107973,"Romance, Music, Drama"
130048,"Drama, Crime"
1017995,Horror
281546,"Drama, TV Movie, Comedy"
301810,"Mystery, Crime, Drama"
197926,"Music, Romance, Drama"
107874,"Drama, Romance"
316822,"Action, Drama, Family"
668214,"Comedy, Drama"
201118,Documentary
109188,"Drama, Thriller"
198207,"Comedy, Horror, Romance"
865677,Documentary
130068,"Animation, Comedy"
49766,"Animation, Family, TV Movie"
449303,Animation
29673,"Drama, Romance"
148003,"Horror, Comedy, Fantasy"
840535,Drama
200862,Drama
55610,Thriller
388697,Drama
802366,Documentary
198143,Drama
200803,"Horror, Science Fiction"
49801,Science Fiction
76635,"Horror, Science Fiction"
29669,Comedy
201171,Horror
280512,Comedy
197631,"Drama, TV Movie"
130386,"Crime, Drama"
201712,"Horror, Action, Comedy, Science Fiction"
107685,Drama
707131,Horror
197704,"Adventure, Action"
390040,Drama
65585,"Adventure, Action"
280471,"Drama, Animation"
201870,"Crime, Horror"
201828,"Action, Crime, Thriller, TV Movie"
501102,"Animation, Family"
501104,"Animation, Family"
197727,Animation
280552,"Horror, Crime, Thriller"
501350,Music
424122,"Adventure, Documentary, Family, Music"
197734,"Documentary, TV Movie"
679784,"Action, Science Fiction, Mystery"
423620,"Drama, History"
197773,Comedy
65163,"Action, Thriller, Horror"
201477,"Drama, War, Science Fiction"
449519,"Fantasy, Horror, Crime, Drama"
147876,"Comedy, Drama"
199546,Comedy
502159,Documentary
29802,"Action, Fantasy, Science Fiction"
449699,"Romance, Comedy"
502567,"TV Movie, Drama, Thriller"
147703,Documentary
502137,Documentary
45101,Horror
338714,Documentary
108688,"Drama, Romance"
47674,Horror
281292,"Drama, Romance"
389297,Documentary
1018485,"Music, Comedy, Western, Science Fiction"
705451,Horror
29744,Crime
108218,"Comedy, Romance, Drama, TV Movie"
109018,"Romance, Comedy"
339045,Comedy
802803,"Drama, Mystery, Thriller"
108200,Comedy
501939,"Horror, Comedy"
297014,"Comedy, Fantasy"
147546,"Animation, Comedy"
200504,Comedy
10080,Thriller
280872,"Drama, Crime"
109100,"Horror, Drama"
389006,"Drama, Crime"
302019,Horror
199987,NA
130102,Western
804024,Documentary
301879,Comedy
338914,Drama
198589,Western
198521,"Comedy, Crime"
302035,"Comedy, Music"
76507,NA
108295,"Comedy, Drama, Romance, TV Movie"
130278,NA
109473,Horror
500383,NA
279937,"Crime, Action, Adventure"
148341,"Action, Adventure, Western"
390432,Comedy
204026,Animation
204020,Animation
915566,Romance
805957,Documentary
337944,Documentary
500355,Comedy
203934,Action
196546,Comedy
109926,"Drama, Family, TV Movie"
203552,"Drama, TV Movie"
109913,"Adventure, History, Romance, Western"
65662,"Drama, Mystery, Thriller"
339936,Documentary
55738,"Action, Romance, Comedy"
388256,"Comedy, Drama, Family, Fantasy, Romance, Science Fiction"
196171,"Animation, Family"
390606,Documentary
204567,Documentary
204482,"Comedy, Family"
146916,Drama
106513,"Action, Thriller, Crime, Mystery"
17088,"Documentary, Horror"
110299,Drama
65698,Drama
590374,Drama
110116,"Adventure, Comedy, Romance, War"
196382,Mystery
30349,"Action, Comedy, Drama, Romance, Thriller"
636520,"Horror, Music, Comedy"
636517,Horror
636515,Horror
204227,Music
707975,"Documentary, Science Fiction"
202291,Animation
76718,"Comedy, Romance"
202300,Animation
969926,"Action, Thriller"
1017494,"TV Movie, Comedy, Romance"
202290,Animation
30029,"Crime, Drama"
30032,Music
29552,Horror
107336,"Action, Thriller"
504690,Drama
202409,Animation
202393,Animation
202388,"Animation, Crime, Comedy, Family"
866145,"Action, Drama"
416154,"Horror, Comedy"
500957,"Horror, Comedy"
423576,NA
202010,"Animation, Comedy"
197491,Music
201981,"Animation, Comedy"
388248,"Drama, Comedy"
109547,"Thriller, TV Movie"
29983,"Action, Comedy"
202148,"Drama, Thriller, TV Movie"
450087,Horror
107331,"Thriller, Mystery"
203055,"TV Movie, Thriller"
203053,"Drama, TV Movie"
30123,"Action, Adventure, Drama, Thriller"
109797,"Mystery, Family, TV Movie"
30113,"Action, Crime, Drama"
280153,"Drama, TV Movie"
203124,Comedy
76325,"Romance, Drama"
337995,Drama
203266,"Comedy, Horror, Drama"
196737,Documentary
70591,"Comedy, Drama, Romance"
203179,"Documentary, Family"
500486,"Fantasy, Comedy"
390359,"Music, Comedy"
202639,"Drama, TV Movie"
107282,"Fantasy, Drama, Comedy"
29549,NA
107291,Comedy
390222,NA
459848,Drama
667888,Documentary
390209,Drama
424332,Comedy
504971,NA
339754,"Drama, Thriller"
707794,"Horror, Comedy"
450202,Music
49748,"Horror, Thriller"
107231,"Romance, Comedy"
147182,"Drama, Science Fiction"
864507,"Music, Comedy, Romance"
149940,NA
218555,"Action, Drama"
28446,"Horror, Thriller"
664478,"Drama, History"
100977,"Comedy, Drama"
452140,"TV Movie, Science Fiction, Adventure"
113757,"Drama, Comedy, Music, Romance"
43859,"Comedy, Music, Romance"
101013,"Horror, Thriller"
66485,Comedy
188453,"Music, Documentary"
188465,Drama
75765,Family
188468,"Comedy, Music, Romance"
52593,"Action, Western"
101029,Drama
664474,"Drama, Family"
218294,"Comedy, Music"
75786,"Music, Comedy"
516579,Thriller
149883,Comedy
101279,Drama
314622,Family
218480,Western
393885,Documentary
218462,"TV Movie, Comedy, Drama, Romance"
129308,Drama
1029966,Documentary
131773,Comedy
218341,"Music, Comedy"
716266,Music
188392,"Animation, Comedy, Family"
188388,Animation
188130,Drama
144469,Drama
188185,Comedy
982312,"Horror, Thriller, Adventure"
811933,Documentary
43800,"Adventure, Drama"
144389,"Comedy, Music"
219386,"Mystery, TV Movie, Horror"
219345,Comedy
444915,"Drama, Science Fiction"
49542,"Documentary, War"
1143747,Comedy
56301,"Drama, Science Fiction, Adventure"
32527,"Comedy, Fantasy, Horror"
623069,NA
32523,"Drama, Western"
218949,"Action, Drama"
100919,"Comedy, War"
218933,"Action, Drama"
380683,"Comedy, Drama"
218878,"Action, Drama"
218873,"Action, Drama"
188296,Comedy
219141,"Action, Drama"
219103,"Action, Drama"
623057,Drama
100842,"Music, Documentary, History"
394009,Drama
28517,"Comedy, Horror"
584295,Documentary
597620,Documentary
217312,"Action, Drama"
101598,"Action, Adventure, War"
217296,"Adventure, Drama, Romance"
445252,Action
217270,"Action, Drama"
28600,"Action, Horror, War"
53891,"Comedy, Horror"
32012,"Horror, Western"
217487,"TV Movie, Mystery, Science Fiction"
217456,"Action, Drama"
515995,Horror
101543,Animation
149762,"Drama, TV Movie"
217426,"Action, Drama"
393587,Animation
217423,"Action, Drama"
217387,"Comedy, Drama, Crime"
217196,"Crime, Drama"
189610,Documentary
144768,"Action, Drama"
189630,"Drama, Romance"
28630,Comedy
585027,NA
296702,"Comedy, Animation"
216925,"Music, Drama"
101708,"Drama, Comedy"
426565,"Comedy, Horror"
189524,"Adventure, Science Fiction, Fantasy"
217153,Music
113241,Horror
217072,"Comedy, Animation"
217051,"Action, Drama"
276349,Western
188996,"Comedy, Romance"
189010,"Crime, Drama"
343459,Horror
113451,"Horror, Comedy"
32209,"Drama, Mystery, Thriller"
129332,Comedy
217917,"Crime, Drama"
494791,"Documentary, Crime"
871533,Documentary
101320,"Thriller, TV Movie, Drama, Mystery"
381026,Documentary
276306,"Animation, Fantasy"
101282,"Action, Drama, War"
218113,"Drama, Music, Romance"
101297,Drama
75797,Drama
188954,"Romance, Drama, Crime"
131729,"Romance, Comedy, Crime, Drama, TV Movie"
45692,Drama
189279,Mystery
322651,"Crime, Drama, Adventure"
679000,"Thriller, Drama"
217642,Documentary
101400,"Animation, War"
217785,Adventure
101406,"Animation, War"
699351,Horror
113384,Comedy
131894,"Drama, Romance"
219442,NA
221543,Drama
519063,"Drama, TV Movie"
20445,"Crime, Drama, Thriller"
467228,Horror
379455,Animation
221557,"Action, Science Fiction, Adventure"
379458,Animation
335357,"Adventure, Drama, Mystery"
114471,Documentary
379464,Animation
132109,"Thriller, TV Movie, Drama"
379395,"Animation, Romance, Comedy"
492864,Documentary
114525,Documentary
492878,Documentary
114522,Documentary
114520,"Documentary, Family"
114514,Documentary
221375,"Comedy, Romance"
221144,"Drama, TV Movie"
493089,Documentary
28262,Horror
221080,War
187168,"Documentary, Music"
220996,Documentary
100084,"Adventure, Drama, Romance, War"
632023,"Drama, TV Movie"
444582,Comedy
221373,"Adventure, Comedy, Romance"
99994,"Drama, History"
28240,"Science Fiction, Action"
114413,Documentary
100027,"Drama, Romance"
344360,Drama
187048,Western
415656,Comedy
100673,"Action, Thriller"
379215,"Animation, Comedy, Family, War"
379200,"Animation, Comedy, Family, Horror"
379205,Animation
379214,Animation
344656,"Adventure, Fantasy, Science Fiction, Western"
697921,"Documentary, Fantasy, Adventure"
222385,Documentary
344725,"Romance, Comedy"
222369,"Thriller, Romance"
322745,Documentary
49491,Documentary
143873,Comedy
186531,"Comedy, Adventure"
186552,Documentary
718486,Documentary
519218,"Comedy, Romance"
186682,"Drama, War"
221861,Documentary
284580,Music
718334,Comedy
221925,"Action, Drama"
99733,"Adventure, Mystery"
275355,Music
296614,Documentary
379257,Animation
28174,Drama
28352,Horror
131944,"Drama, Romance"
219832,Thriller
32713,"Drama, Family"
21587,Comedy
114133,"Horror, Thriller"
220046,Drama
129192,Documentary
444796,"Drama, Action"
144284,"Romance, Comedy"
219555,"Animation, Comedy"
219546,"Comedy, Family, Animation"
187981,"Comedy, Action"
219507,Animation
131898,Drama
43793,"Comedy, Romance"
219463,Documentary
131914,"Horror, TV Movie"
426959,"Romance, Fantasy, TV Movie"
187851,"Comedy, Horror, Science Fiction"
1012072,"TV Movie, Comedy, Romance"
380061,Comedy
624482,"Horror, Thriller, Mystery"
100193,"Action, Thriller"
394479,Documentary
43709,Music
518445,"Documentary, Crime"
598400,"Animation, Horror"
220524,NA
100113,"Comedy, Mystery, Romance"
872241,"Documentary, Crime"
493282,"Comedy, Family, TV Movie"
1011566,"Thriller, Crime, Comedy"
493288,Fantasy
49499,Documentary
63250,"Action, Adventure"
220778,"Horror, Thriller"
220720,"Comedy, Horror"
100331,"Animation, Comedy"
48618,"TV Movie, Horror"
583080,NA
220225,"Comedy, Music"
379895,"Documentary, TV Movie"
303965,Horror
325681,Documentary
411108,Comedy
78180,"Mystery, Drama"
444740,"Drama, Family"
493537,Horror
78169,"Horror, Action, Thriller"
786563,"Thriller, TV Movie"
275752,Documentary
28331,"Action, Science Fiction"
31266,Comedy
103432,"TV Movie, Thriller, Crime, Drama"
623269,"Romance, Thriller, Drama"
52551,Music
112161,"Comedy, Romance"
277611,"Crime, Mystery, Drama, TV Movie"
469035,Drama
496555,Documentary
277595,Documentary
112206,Thriller
277605,Comedy
616393,"Action, Drama"
63948,"Drama, Thriller"
52287,"Drama, Music, Romance, TV Movie"
392410,Animation
56004,Documentary
145652,"Western, Comedy"
103634,"Drama, Thriller, TV Movie"
28641,Music
513451,NA
326003,"Drama, TV Movie, Action"
586604,"Action, Drama"
50080,"Drama, Comedy"
31454,Comedy
297191,"Thriller, Crime, TV Movie"
680587,"Comedy, Drama"
213995,"Crime, Drama"
213950,"Drama, Science Fiction"
446263,Comedy
303308,Comedy
792337,Animation
213493,"Comedy, Drama"
66153,"Action, Adventure"
277505,"Drama, Romance"
713500,Documentary
28864,"Thriller, Action, Crime"
277499,"Documentary, Science Fiction"
513236,"Drama, Mystery, Horror"
283303,Documentary
665656,"Thriller, TV Movie"
211572,Western
317692,Animation
211566,Western
44315,"Crime, Thriller, Mystery, Romance"
66079,Crime
64086,"Thriller, TV Movie, Mystery"
596270,Documentary
64090,"Comedy, Science Fiction"
468178,Horror
211691,"Comedy, Romance"
211642,Comedy
278106,"Comedy, Science Fiction"
511153,Horror
104209,Comedy
44323,"Western, Comedy"
497607,Documentary
211159,"Comedy, Horror"
211132,"Thriller, Drama, Mystery"
384201,"Drama, Comedy"
278111,Thriller
192808,Drama
30936,"Science Fiction, Action"
145723,"Drama, Crime"
303132,Drama
103812,Thriller
31093,"Comedy, Drama"
112074,Comedy
6969,"Comedy, Drama, Romance"
53860,"Comedy, War"
